"image","name","type"
"https://www.google.com/s2/favicons?domain=skidrowreloaded.com","skidrowreloaded.com","Trò chơi"
"https://www.google.com/s2/favicons?domain=zix.vn","zix.vn","Khoa học"
"https://www.google.com/s2/favicons?domain=nhathuocankhang.com","nhathuocankhang.com","Sức khỏe"
"https://www.google.com/s2/favicons?domain=op.gg","op.gg","Trò chơi"
"https://www.google.com/s2/favicons?domain=na.op.gg","na.op.gg",""
"https://www.google.com/s2/favicons?domain=eune.op.gg","eune.op.gg",""
"https://www.google.com/s2/favicons?domain=gate.io","gate.io","Tài chính"
"https://www.google.com/s2/favicons?domain=skmoba.com","skmoba.com","Trò chơi"
"https://www.google.com/s2/favicons?domain=plantvsundead.com","plantvsundead.com",""
"https://www.google.com/s2/favicons?domain=tracnghiemtienganh.vn","tracnghiemtienganh.vn","Khoa học"
"https://www.google.com/s2/favicons?domain=henho.top","henho.top",""
"https://www.google.com/s2/favicons?domain=mangakakalot.com","mangakakalot.com","Giải Trí"
"https://www.google.com/s2/favicons?domain=truyenqqvip.com","truyenqqvip.com",""
"https://www.google.com/s2/favicons?domain=isacombank.com.vn","isacombank.com.vn","Tài chính"
"https://www.google.com/s2/favicons?domain=riotgames.com","riotgames.com","Trò chơi"
"https://www.google.com/s2/favicons?domain=game8.vn","game8.vn","Trò chơi"
"https://www.google.com/s2/favicons?domain=shoutout.wix.com","shoutout.wix.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=streamtape.com","streamtape.com","Giải Trí"
"https://www.google.com/s2/favicons?domain=uh.edu","uh.edu","Khoa học"
"https://www.google.com/s2/favicons?domain=light.gg","light.gg","Trò chơi"
"https://www.google.com/s2/favicons?domain=btmc.vn","btmc.vn","Đời sống"
"https://www.google.com/s2/favicons?domain=it-swarm-vi.com","it-swarm-vi.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=vlogtruyen.net","vlogtruyen.net",""
"https://www.google.com/s2/favicons?domain=eximbank.com.vn","eximbank.com.vn","Tài chính"
"https://www.google.com/s2/favicons?domain=dulichviet.com.vn","dulichviet.com.vn","Du lịch"
"https://www.google.com/s2/favicons?domain=hcmiu.edu.vn","hcmiu.edu.vn","Khoa học"
"https://www.google.com/s2/favicons?domain=violympic.vn","violympic.vn","Khoa học"
"https://www.google.com/s2/favicons?domain=cloudemulator.net","cloudemulator.net","Công nghệ"
"https://www.google.com/s2/favicons?domain=vkool.net","vkool.net","Giải Trí"
"https://www.google.com/s2/favicons?domain=viettelpost.vn","viettelpost.vn","Công nghệ"
"https://www.google.com/s2/favicons?domain=game4u.mobi","game4u.mobi","Trò chơi"
"https://www.google.com/s2/favicons?domain=finalfantasyxiv.com","finalfantasyxiv.com","Trò chơi"
"https://www.google.com/s2/favicons?domain=study4.online","study4.online",""
"https://www.google.com/s2/favicons?domain=trungtamthuoc.com","trungtamthuoc.com","Sức khỏe"
"https://www.google.com/s2/favicons?domain=ppy.sh","ppy.sh","Trò chơi"
"https://www.google.com/s2/favicons?domain=alobacsi.com","alobacsi.com","Sức khỏe"
"https://www.google.com/s2/favicons?domain=nhadatmoi.net","nhadatmoi.net","Tin tức"
"https://www.google.com/s2/favicons?domain=gitiho.com","gitiho.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=giaingo.info","giaingo.info","Tin tức"
"https://www.google.com/s2/favicons?domain=hangngoainhap.com.vn","hangngoainhap.com.vn","TMDT"
"https://www.google.com/s2/favicons?domain=thichxemphim.net","thichxemphim.net","Trò chơi"
"https://www.google.com/s2/favicons?domain=behance.net","behance.net","Giải Trí"
"https://www.google.com/s2/favicons?domain=sudouest.fr","sudouest.fr","Tin tức"
"https://www.google.com/s2/favicons?domain=pico.vn","pico.vn","Công nghệ"
"https://www.google.com/s2/favicons?domain=you.163.com","you.163.com","TMDT"
"https://www.google.com/s2/favicons?domain=sports.163.com","sports.163.com","Thể thao"
"https://www.google.com/s2/favicons?domain=tistory.com","tistory.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=vinhlong.gov.vn","vinhlong.gov.vn","Chính phủ"
"https://www.google.com/s2/favicons?domain=truyentranhtuan.com","truyentranhtuan.com","Giải Trí"
"https://www.google.com/s2/favicons?domain=kfcvietnam.com.vn","kfcvietnam.com.vn","Giải Trí"
