"image","name","type"
"https://www.google.com/s2/favicons?domain=dienmayxanh.com","dienmayxanh.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=voz.vn","voz.vn","Công nghệ"
"https://www.google.com/s2/favicons?domain=next.voz.vn","next.voz.vn",""
"https://www.google.com/s2/favicons?domain=instagram.com","instagram.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=wikinam.net","wikinam.net",""
"https://www.google.com/s2/favicons?domain=blogtruyen.vn","blogtruyen.vn","Giải Trí"
"https://www.google.com/s2/favicons?domain=bachhoaxanh.com","bachhoaxanh.com","TMDT"
"https://www.google.com/s2/favicons?domain=topcv.vn","topcv.vn","Nghề nghiệp"
"https://www.google.com/s2/favicons?domain=truyenvn.vip","truyenvn.vip",""
"https://www.google.com/s2/favicons?domain=wikidth.net","wikidth.net","Giải Trí"
"https://www.google.com/s2/favicons?domain=vcomycs.com","vcomycs.com",""
"https://www.google.com/s2/favicons?domain=thethaovanhoa.vn","thethaovanhoa.vn","Tin tức"
"https://www.google.com/s2/favicons?domain=dtruyen.com","dtruyen.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=blogspot.com","blogspot.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=xnxx.com","xnxx.com","Người lớn"
"https://www.google.com/s2/favicons?domain=xemphimvn2.com","xemphimvn2.com","Giải Trí"
"https://www.google.com/s2/favicons?domain=hhhkungfu.tv","hhhkungfu.tv",""
"https://www.google.com/s2/favicons?domain=nhentai.net","nhentai.net","Người lớn"
"https://www.google.com/s2/favicons?domain=wattpad.com","wattpad.com","Giải Trí"
"https://www.google.com/s2/favicons?domain=zing.vn","zing.vn","Tin tức"
"https://www.google.com/s2/favicons?domain=cafef.vn","cafef.vn","Tài chính"
"https://www.google.com/s2/favicons?domain=xskt.com.vn","xskt.com.vn","Social Casino"
"https://www.google.com/s2/favicons?domain=yahoo.com","yahoo.com","Tin tức"
"https://www.google.com/s2/favicons?domain=tiki.vn","tiki.vn","TMDT"
"https://www.google.com/s2/favicons?domain=garena.vn","garena.vn","Trò chơi"
"https://www.google.com/s2/favicons?domain=minhngoc.net.vn","minhngoc.net.vn","Social Casino"
"https://www.google.com/s2/favicons?domain=xoso.me","xoso.me","Social Casino"
"https://www.google.com/s2/favicons?domain=cambridge.org","cambridge.org","Khoa học"
"https://www.google.com/s2/favicons?domain=tdmu.edu.vn","tdmu.edu.vn","Khoa học"
"https://www.google.com/s2/favicons?domain=chotot.com","chotot.com","TMDT"
"https://www.google.com/s2/favicons?domain=myreadingmanga.info","myreadingmanga.info","Giải Trí"
"https://www.google.com/s2/favicons?domain=bing.com","bing.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=tinhte.vn","tinhte.vn","Công nghệ"
"https://www.google.com/s2/favicons?domain=rongbachkim.com","rongbachkim.com","Social Casino"
"https://www.google.com/s2/favicons?domain=nld.com.vn","nld.com.vn","Tin tức"
"https://www.google.com/s2/favicons?domain=docbao.vn","docbao.vn","Tin tức"
"https://www.google.com/s2/favicons?domain=link1s.com","link1s.com","Trò chơi"
"https://www.google.com/s2/favicons?domain=cellphones.com.vn","cellphones.com.vn","Công nghệ"
"https://www.google.com/s2/favicons?domain=qmanga2.com","qmanga2.com",""
"https://www.google.com/s2/favicons?domain=microsoft.com","microsoft.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=ketqua1.net","ketqua1.net",""
"https://www.google.com/s2/favicons?domain=roblox.com","roblox.com","Trò chơi"
"https://www.google.com/s2/favicons?domain=coccoc.com","coccoc.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=dongphymtv.com","dongphymtv.com","Nghề nghiệp"
"https://www.google.com/s2/favicons?domain=hentaivn.tv","hentaivn.tv","Người lớn"
"https://www.google.com/s2/favicons?domain=quantrimang.com","quantrimang.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=bongdaso12.com","bongdaso12.com","Thể thao"
"https://www.google.com/s2/favicons?domain=tangthuvien.vn","tangthuvien.vn","Giải Trí"
"https://www.google.com/s2/favicons?domain=fbcdn.net","fbcdn.net",""
"https://www.google.com/s2/favicons?domain=heovl.com","heovl.com",""
