"image","name","type"
"https://www.google.com/s2/favicons?domain=kienguru.vn","kienguru.vn","Khoa học"
"https://www.google.com/s2/favicons?domain=remitano.com","remitano.com","Tài chính"
"https://www.google.com/s2/favicons?domain=idp.com","idp.com","Khoa học"
"https://www.google.com/s2/favicons?domain=figma.com","figma.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=nettruyenonline.com","nettruyenonline.com","Giải Trí"
"https://www.google.com/s2/favicons?domain=ump.edu.vn","ump.edu.vn","Sức khỏe"
"https://www.google.com/s2/favicons?domain=de.wix.com","de.wix.com",""
"https://www.google.com/s2/favicons?domain=rmit.edu.vn","rmit.edu.vn","Khoa học"
"https://www.google.com/s2/favicons?domain=rawdevart.com","rawdevart.com","Giải Trí"
"https://www.google.com/s2/favicons?domain=pcthuathienhue.cpc.vn","pcthuathienhue.cpc.vn",""
"https://www.google.com/s2/favicons?domain=minhngoc.com.vn","minhngoc.com.vn","Social Casino"
"https://www.google.com/s2/favicons?domain=remaps.vn","remaps.vn",""
"https://www.google.com/s2/favicons?domain=thientue.vn","thientue.vn","Tin tức"
"https://www.google.com/s2/favicons?domain=truyenqqtop.com","truyenqqtop.com",""
"https://www.google.com/s2/favicons?domain=game24h.vn","game24h.vn","Trò chơi"
"https://www.google.com/s2/favicons?domain=moneyforward.com","moneyforward.com","Tài chính"
"https://www.google.com/s2/favicons?domain=wwwnc.cdc.gov","wwwnc.cdc.gov",""
"https://www.google.com/s2/favicons?domain=instructure.com","instructure.com","Khoa học"
"https://www.google.com/s2/favicons?domain=ute.udn.vn","ute.udn.vn",""
"https://www.google.com/s2/favicons?domain=eatthis.com","eatthis.com","Sức khỏe"
"https://www.google.com/s2/favicons?domain=javhd.pro","javhd.pro","Người lớn"
"https://www.google.com/s2/favicons?domain=highlandscoffee.com.vn","highlandscoffee.com.vn","Thực phẩm"
"https://www.google.com/s2/favicons?domain=streamable.com","streamable.com","Giải Trí"
"https://www.google.com/s2/favicons?domain=fullfim.net","fullfim.net","Giải Trí"
"https://www.google.com/s2/favicons?domain=kituhay.com","kituhay.com",""
"https://www.google.com/s2/favicons?domain=yunxin.163.com","yunxin.163.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=dun.163.com","dun.163.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=tech.163.com","tech.163.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=study.163.com","study.163.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=blog.163.com","blog.163.com",""
"https://www.google.com/s2/favicons?domain=daklak.gov.vn","daklak.gov.vn","Chính phủ"
"https://www.google.com/s2/favicons?domain=cdc.gov","cdc.gov","Sức khỏe"
"https://www.google.com/s2/favicons?domain=thaibinh.gov.vn","thaibinh.gov.vn","Chính phủ"
"https://www.google.com/s2/favicons?domain=chegg.com","chegg.com","Khoa học"
"https://www.google.com/s2/favicons?domain=notion.so","notion.so","Công nghệ"
"https://www.google.com/s2/favicons?domain=jamja.vn","jamja.vn","TMDT"
"https://www.google.com/s2/favicons?domain=sggp.org.vn","sggp.org.vn","Tin tức"
"https://www.google.com/s2/favicons?domain=tracuuthansohoc.com","tracuuthansohoc.com","Khoa học"
"https://www.google.com/s2/favicons?domain=lenovo.com","lenovo.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=simthanglong.vn","simthanglong.vn","TMDT"
"https://www.google.com/s2/favicons?domain=tandoanh.vn","tandoanh.vn","Công nghệ"
"https://www.google.com/s2/favicons?domain=90phutttt.xyz","90phutttt.xyz",""
"https://www.google.com/s2/favicons?domain=bilibili.tv","bilibili.tv","Giải Trí"
"https://www.google.com/s2/favicons?domain=ngan-hang.com","ngan-hang.com","Tài chính"
"https://www.google.com/s2/favicons?domain=giaoduc.net.vn","giaoduc.net.vn","Tin tức"
"https://www.google.com/s2/favicons?domain=marketingai.vn","marketingai.vn","Khoa học"
"https://www.google.com/s2/favicons?domain=360game.vn","360game.vn","Trò chơi"
"https://www.google.com/s2/favicons?domain=pwieu.com","pwieu.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=hh3dhay.com","hh3dhay.com",""
"https://www.google.com/s2/favicons?domain=animedao.to","animedao.to","Giải Trí"
