"image","name","type"
"https://www.google.com/s2/favicons?domain=phunuonline.com.vn","phunuonline.com.vn","Tin tức"
"https://www.google.com/s2/favicons?domain=marketcall.com","marketcall.com","Tài chính"
"https://www.google.com/s2/favicons?domain=t.me","t.me","Công nghệ"
"https://www.google.com/s2/favicons?domain=timviecnhanh.com","timviecnhanh.com","Nghề nghiệp"
"https://www.google.com/s2/favicons?domain=bitrix24.net","bitrix24.net","Công nghệ"
"https://www.google.com/s2/favicons?domain=nike.com","nike.com","Đời sống"
"https://www.google.com/s2/favicons?domain=coin68.com","coin68.com","Tài chính"
"https://www.google.com/s2/favicons?domain=klook.com","klook.com","Du lịch"
"https://www.google.com/s2/favicons?domain=cakhia15.live","cakhia15.live",""
"https://www.google.com/s2/favicons?domain=vtvcab.vn","vtvcab.vn","Tin tức"
"https://www.google.com/s2/favicons?domain=4dking.com.my","4dking.com.my","Social Casino"
"https://www.google.com/s2/favicons?domain=zingvntv.net","zingvntv.net",""
"https://www.google.com/s2/favicons?domain=holaship.vn","holaship.vn",""
"https://www.google.com/s2/favicons?domain=tiemchungcovid19.gov.vn","tiemchungcovid19.gov.vn",""
"https://www.google.com/s2/favicons?domain=tpb.vn","tpb.vn","Tài chính"
"https://www.google.com/s2/favicons?domain=mphimmoi.net","mphimmoi.net","Giải Trí"
"https://www.google.com/s2/favicons?domain=shopdunk.com","shopdunk.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=uniqlo.com","uniqlo.com","Đời sống"
"https://www.google.com/s2/favicons?domain=jpbabe.com","jpbabe.com",""
"https://www.google.com/s2/favicons?domain=playok.com","playok.com","Trò chơi"
"https://www.google.com/s2/favicons?domain=nos.nl","nos.nl","Giải Trí"
"https://www.google.com/s2/favicons?domain=moet.gov.vn","moet.gov.vn","Khoa học"
"https://www.google.com/s2/favicons?domain=agribank.com.vn","agribank.com.vn","Tài chính"
"https://www.google.com/s2/favicons?domain=riviu.vn","riviu.vn","Thực phẩm"
"https://www.google.com/s2/favicons?domain=grammarly.com","grammarly.com","Khoa học"
"https://www.google.com/s2/favicons?domain=dictionary.com","dictionary.com","Tài liệu"
"https://www.google.com/s2/favicons?domain=danchoioto.vn","danchoioto.vn","Xe cộ"
"https://www.google.com/s2/favicons?domain=playerduo.com","playerduo.com","Trò chơi"
"https://www.google.com/s2/favicons?domain=weibo.com","weibo.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=money.cnn.com","money.cnn.com","Tài chính"
"https://www.google.com/s2/favicons?domain=concung.com","concung.com","TMDT"
"https://www.google.com/s2/favicons?domain=edition.cnn.com","edition.cnn.com","Tin tức"
"https://www.google.com/s2/favicons?domain=faleno.jp","faleno.jp","Người lớn"
"https://www.google.com/s2/favicons?domain=sachhoc.com","sachhoc.com","Khoa học"
"https://www.google.com/s2/favicons?domain=daominhha.com","daominhha.com","Trò chơi"
"https://www.google.com/s2/favicons?domain=adidas.com.vn","adidas.com.vn","Đời sống"
"https://www.google.com/s2/favicons?domain=granbluefantasy.jp","granbluefantasy.jp","Trò chơi"
"https://www.google.com/s2/favicons?domain=viet69.org","viet69.org",""
"https://www.google.com/s2/favicons?domain=javtrailers.com","javtrailers.com","Người lớn"
"https://www.google.com/s2/favicons?domain=cakhia.com","cakhia.com",""
"https://www.google.com/s2/favicons?domain=2banh.vn","2banh.vn","Xe cộ"
"https://www.google.com/s2/favicons?domain=vina24h.com","vina24h.com","Social Casino"
"https://www.google.com/s2/favicons?domain=thukyluat.vn","thukyluat.vn","Chính phủ"
"https://www.google.com/s2/favicons?domain=duccai.xyz","duccai.xyz","Người lớn"
"https://www.google.com/s2/favicons?domain=ihoctot.com","ihoctot.com",""
"https://www.google.com/s2/favicons?domain=zaloapp.com","zaloapp.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=ketoanthienung.net","ketoanthienung.net","Chính phủ"
"https://www.google.com/s2/favicons?domain=ioe.vn","ioe.vn","Khoa học"
"https://www.google.com/s2/favicons?domain=fpts.com.vn","fpts.com.vn","Tài chính"
"https://www.google.com/s2/favicons?domain=render-state.to","render-state.to","Công nghệ"
