"image","name","type"
"https://www.google.com/s2/favicons?domain=ext.ask.com","ext.ask.com",""
"https://www.google.com/s2/favicons?domain=mx.ask.com","mx.ask.com",""
"https://www.google.com/s2/favicons?domain=moh.gov.vn","moh.gov.vn","Chính phủ"
"https://www.google.com/s2/favicons?domain=vneconomy.vn","vneconomy.vn","Tin tức"
"https://www.google.com/s2/favicons?domain=spotify.com","spotify.com","Giải Trí"
"https://www.google.com/s2/favicons?domain=xamvn.com","xamvn.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=webtoons.com","webtoons.com","Giải Trí"
"https://www.google.com/s2/favicons?domain=digi.163.com","digi.163.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=mc.163.com","mc.163.com","Trò chơi"
"https://www.google.com/s2/favicons?domain=uu.163.com","uu.163.com","Trò chơi"
"https://www.google.com/s2/favicons?domain=money.163.com","money.163.com","Tài chính"
"https://www.google.com/s2/favicons?domain=hy.163.com","hy.163.com","Trò chơi"
"https://www.google.com/s2/favicons?domain=phuongtrinhhoahoc.com","phuongtrinhhoahoc.com","Khoa học"
"https://www.google.com/s2/favicons?domain=diromalxx.com","diromalxx.com",""
"https://www.google.com/s2/favicons?domain=w3schools.com","w3schools.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=xoilac1.tv","xoilac1.tv",""
"https://www.google.com/s2/favicons?domain=atlassian.net","atlassian.net","Công nghệ"
"https://www.google.com/s2/favicons?domain=laptop88.vn","laptop88.vn","Công nghệ"
"https://www.google.com/s2/favicons?domain=thuvienpdf.com","thuvienpdf.com","Khoa học"
"https://www.google.com/s2/favicons?domain=rikvip.us","rikvip.us","Trò chơi"
"https://www.google.com/s2/favicons?domain=sttruyen.com","sttruyen.com","Giải Trí"
"https://www.google.com/s2/favicons?domain=gay3x.me","gay3x.me",""
"https://www.google.com/s2/favicons?domain=academia.edu","academia.edu","Khoa học"
"https://www.google.com/s2/favicons?domain=iphimchillz.net","iphimchillz.net",""
"https://www.google.com/s2/favicons?domain=clickadilla.com","clickadilla.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=vtvgiaitri.vn","vtvgiaitri.vn","Tin tức"
"https://www.google.com/s2/favicons?domain=techz.vn","techz.vn","Công nghệ"
"https://www.google.com/s2/favicons?domain=msita.udn.vn","msita.udn.vn",""
"https://www.google.com/s2/favicons?domain=xxphim.sex","xxphim.sex",""
"https://www.google.com/s2/favicons?domain=phimplay.com","phimplay.com","Giải Trí"
"https://www.google.com/s2/favicons?domain=nchmf.gov.vn","nchmf.gov.vn","Chính phủ"
"https://www.google.com/s2/favicons?domain=luatminhkhue.vn","luatminhkhue.vn","Chính phủ"
"https://www.google.com/s2/favicons?domain=vietinbank.vn","vietinbank.vn","Tài chính"
"https://www.google.com/s2/favicons?domain=misa.vn","misa.vn","Công nghệ"
"https://www.google.com/s2/favicons?domain=claimfreecoins.io","claimfreecoins.io","Tài chính"
"https://www.google.com/s2/favicons?domain=mphimmoitv.com","mphimmoitv.com",""
"https://www.google.com/s2/favicons?domain=sosanhnha.com","sosanhnha.com","Doanh nghiệp"
"https://www.google.com/s2/favicons?domain=clickbuy.com.vn","clickbuy.com.vn","Công nghệ"
"https://www.google.com/s2/favicons?domain=xsmb.me","xsmb.me","Social Casino"
"https://www.google.com/s2/favicons?domain=symbols.vn","symbols.vn","Khoa học"
"https://www.google.com/s2/favicons?domain=mangagreat.com","mangagreat.com","Giải Trí"
"https://www.google.com/s2/favicons?domain=spider.cpc.vn","spider.cpc.vn",""
"https://www.google.com/s2/favicons?domain=live.vov.vn","live.vov.vn",""
"https://www.google.com/s2/favicons?domain=m.vov.vn","m.vov.vn",""
"https://www.google.com/s2/favicons?domain=kimochi.info","kimochi.info","Người lớn"
"https://www.google.com/s2/favicons?domain=xemtuong.net","xemtuong.net","Tin tức"
"https://www.google.com/s2/favicons?domain=googleusercontent.com","googleusercontent.com",""
"https://www.google.com/s2/favicons?domain=phimchill.tv","phimchill.tv",""
"https://www.google.com/s2/favicons?domain=m.ign.com","m.ign.com",""
"https://www.google.com/s2/favicons?domain=adobe.com","adobe.com","Công nghệ"
