"image","name","type"
"https://www.google.com/s2/favicons?domain=nguyenkim.com","nguyenkim.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=hhpanda.tv","hhpanda.tv",""
"https://www.google.com/s2/favicons?domain=xvideosvn.org","xvideosvn.org","Người lớn"
"https://www.google.com/s2/favicons?domain=tienphong.vn","tienphong.vn","Tin tức"
"https://www.google.com/s2/favicons?domain=kenh3x.net","kenh3x.net",""
"https://www.google.com/s2/favicons?domain=batdongsan.com.vn","batdongsan.com.vn","Doanh nghiệp"
"https://www.google.com/s2/favicons?domain=binance.com","binance.com","Tài chính"
"https://www.google.com/s2/favicons?domain=xoso888.vn","xoso888.vn","Social Casino"
"https://www.google.com/s2/favicons?domain=apkpure.com","apkpure.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=coinmarketcap.com","coinmarketcap.com","Tài chính"
"https://www.google.com/s2/favicons?domain=vieon.vn","vieon.vn","Giải Trí"
"https://www.google.com/s2/favicons?domain=vungoi.vn","vungoi.vn","Khoa học"
"https://www.google.com/s2/favicons?domain=suckhoedoisong.vn","suckhoedoisong.vn","Sức khỏe"
"https://www.google.com/s2/favicons?domain=hoidap247.com","hoidap247.com","Khoa học"
"https://www.google.com/s2/favicons?domain=netflix.com","netflix.com","Giải Trí"
"https://www.google.com/s2/favicons?domain=hoc247.net","hoc247.net","Khoa học"
"https://www.google.com/s2/favicons?domain=toplist.vn","toplist.vn","Tin tức"
"https://www.google.com/s2/favicons?domain=baochinhphu.vn","baochinhphu.vn","Tin tức"
"https://www.google.com/s2/favicons?domain=truyen86.com","truyen86.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=docln.net","docln.net","Giải Trí"
"https://www.google.com/s2/favicons?domain=anime47.com","anime47.com","Giải Trí"
"https://www.google.com/s2/favicons?domain=f319.com","f319.com","Tài chính"
"https://www.google.com/s2/favicons?domain=momo.vn","momo.vn","Công nghệ"
"https://www.google.com/s2/favicons?domain=123docz.net","123docz.net","Khoa học"
"https://www.google.com/s2/favicons?domain=thethao247.vn","thethao247.vn","Thể thao"
"https://www.google.com/s2/favicons?domain=snaptik.app","snaptik.app","Công nghệ"
"https://www.google.com/s2/favicons?domain=www.eva.vn","www.eva.vn",""
"https://www.google.com/s2/favicons?domain=sieukhungzz.net","sieukhungzz.net",""
"https://www.google.com/s2/favicons?domain=toploigiai.vn","toploigiai.vn","Khoa học"
"https://www.google.com/s2/favicons?domain=afamily.vn","afamily.vn","Nhà cửa"
"https://www.google.com/s2/favicons?domain=phohen.com","phohen.com",""
"https://www.google.com/s2/favicons?domain=zingmp3.vn","zingmp3.vn","Công nghệ"
"https://www.google.com/s2/favicons?domain=quora.com","quora.com","Tài liệu"
"https://www.google.com/s2/favicons?domain=truyenheo.org","truyenheo.org",""
"https://www.google.com/s2/favicons?domain=otofun.net","otofun.net","Xe cộ"
"https://www.google.com/s2/favicons?domain=websosanh.vn","websosanh.vn","TMDT"
"https://www.google.com/s2/favicons?domain=messenger.com","messenger.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=moon.vn","moon.vn","Khoa học"
"https://www.google.com/s2/favicons?domain=hitomi.la","hitomi.la","Người lớn"
"https://www.google.com/s2/favicons?domain=canva.com","canva.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=hentaivv.com","hentaivv.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=hoanghamobile.com","hoanghamobile.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=sexxinh.net","sexxinh.net",""
"https://www.google.com/s2/favicons?domain=tvhai.org","tvhai.org","Giải Trí"
"https://www.google.com/s2/favicons?domain=pixiv.net","pixiv.net","Giải Trí"
"https://www.google.com/s2/favicons?domain=ssi.com.vn","ssi.com.vn","Tài chính"
"https://www.google.com/s2/favicons?domain=gearvn.com","gearvn.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=qqtube.com","qqtube.com","Công nghệ"
"https://www.google.com/s2/favicons?domain=vov1.vov.vn","vov1.vov.vn",""
"https://www.google.com/s2/favicons?domain=vov.vn","vov.vn","Tin tức"
